               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 152,            0.021405,           0.0080272,           0.0012836,             0.98205,             0.91033,             0.96189,             0.75865,            0.020333,            0.004118,           0.0014909,           0.0085051,           0.0085051,           0.0085051
                 153,            0.020961,           0.0075701,           0.0015881,             0.95724,             0.90753,              0.9592,             0.76848,            0.019124,           0.0043644,           0.0015552,           0.0084952,           0.0084952,           0.0084952
                 154,            0.019943,           0.0070245,           0.0010719,             0.95989,             0.91331,              0.9551,             0.74609,            0.020862,           0.0045171,            0.002049,           0.0084853,           0.0084853,           0.0084853
                 155,            0.020917,           0.0069905,           0.0013534,             0.96639,              0.9144,             0.95476,             0.76175,            0.019081,           0.0044293,           0.0025513,           0.0084754,           0.0084754,           0.0084754
                 156,            0.020429,           0.0081048,           0.0016731,             0.97848,             0.92358,             0.96163,             0.76966,            0.019545,           0.0042149,           0.0018341,           0.0084655,           0.0084655,           0.0084655
                 157,            0.020382,           0.0069941,            0.001483,             0.97411,             0.93809,             0.95933,             0.76652,            0.019464,           0.0040567,           0.0015826,           0.0084556,           0.0084556,           0.0084556
                 158,            0.020095,           0.0077875,           0.0016405,             0.94193,             0.93656,             0.96504,              0.7731,            0.018444,           0.0040315,           0.0016124,           0.0084457,           0.0084457,           0.0084457
                 159,            0.020561,           0.0068578,           0.0013291,             0.96663,             0.92504,             0.96496,             0.76695,            0.020036,           0.0039531,           0.0018219,           0.0084358,           0.0084358,           0.0084358
                 160,            0.020046,           0.0073989,           0.0021296,             0.97964,             0.92231,             0.95816,             0.77314,            0.019132,           0.0039349,           0.0015916,           0.0084259,           0.0084259,           0.0084259
                 161,            0.022236,           0.0080517,           0.0017487,              0.9859,             0.92089,             0.95013,             0.75793,            0.018884,           0.0039632,           0.0018459,            0.008416,            0.008416,            0.008416
                 162,            0.021446,           0.0069115,           0.0014843,             0.97502,             0.91783,             0.95728,             0.73964,            0.019788,           0.0042771,           0.0019258,           0.0084061,           0.0084061,           0.0084061
                 163,            0.021421,           0.0084845,           0.0015798,             0.94489,               0.939,             0.96202,             0.74969,            0.019046,           0.0043892,           0.0019693,           0.0083962,           0.0083962,           0.0083962
                 164,            0.021429,           0.0076788,           0.0022981,             0.94343,              0.9416,             0.96696,             0.75413,            0.020552,           0.0043218,           0.0017074,           0.0083863,           0.0083863,           0.0083863
                 165,            0.021797,           0.0082993,           0.0016887,             0.96692,             0.92691,             0.96987,             0.76694,               0.019,           0.0041621,            0.001901,           0.0083764,           0.0083764,           0.0083764
                 166,            0.020151,           0.0075878,           0.0013218,             0.93901,             0.92706,             0.94417,             0.72931,            0.021695,           0.0044793,           0.0019834,           0.0083665,           0.0083665,           0.0083665
                 167,            0.020969,           0.0079763,           0.0030313,             0.96181,             0.91685,             0.94897,             0.75081,             0.02038,           0.0045735,           0.0022441,           0.0083566,           0.0083566,           0.0083566
                 168,            0.020719,           0.0073191,           0.0014939,             0.97499,             0.90932,             0.96055,             0.76375,            0.021496,           0.0045139,           0.0020658,           0.0083467,           0.0083467,           0.0083467
                 169,            0.022427,           0.0080225,           0.0014632,             0.95394,             0.92398,             0.96227,             0.76119,            0.021124,           0.0043532,           0.0014613,           0.0083368,           0.0083368,           0.0083368
                 170,            0.020579,           0.0073619,           0.0025927,             0.90859,             0.94408,             0.96371,             0.77272,            0.021129,           0.0045386,           0.0015301,           0.0083269,           0.0083269,           0.0083269
                 171,            0.020358,            0.007849,            0.001671,             0.94499,             0.91475,             0.95634,             0.75423,            0.020054,           0.0039027,           0.0026587,            0.008317,            0.008317,            0.008317
                 172,             0.02236,           0.0081227,           0.0017749,             0.96263,             0.93048,              0.9723,             0.77745,            0.018961,           0.0037794,           0.0022719,           0.0083071,           0.0083071,           0.0083071
                 173,            0.020195,           0.0079906,           0.0012535,             0.95316,             0.94407,             0.96619,             0.75284,            0.019774,           0.0038506,           0.0014117,           0.0082972,           0.0082972,           0.0082972
                 174,            0.019073,           0.0067483,           0.0011831,             0.94843,             0.92837,             0.96891,             0.76823,            0.019122,           0.0039495,           0.0014215,           0.0082873,           0.0082873,           0.0082873
                 175,            0.020737,            0.007036,           0.0014388,             0.96366,             0.91959,             0.96341,             0.74764,            0.019407,           0.0039677,           0.0017543,           0.0082774,           0.0082774,           0.0082774
                 176,            0.020038,           0.0077038,           0.0014917,             0.96117,             0.93258,             0.95564,              0.7592,             0.02005,           0.0039169,           0.0021106,           0.0082675,           0.0082675,           0.0082675
                 177,            0.020361,           0.0072203,           0.0016655,             0.94067,             0.91886,             0.94172,             0.76038,            0.019487,            0.003894,           0.0024626,           0.0082576,           0.0082576,           0.0082576
                 178,            0.019633,           0.0064042,           0.0017596,             0.94911,             0.91548,              0.9458,             0.76275,            0.020432,           0.0039362,           0.0018943,           0.0082477,           0.0082477,           0.0082477
                 179,            0.019196,           0.0075964,           0.0014027,             0.96197,             0.91418,             0.96477,             0.76752,            0.019663,           0.0036983,           0.0018816,           0.0082378,           0.0082378,           0.0082378
                 180,            0.019177,           0.0071965,            0.001297,             0.95981,             0.92538,             0.96565,              0.7618,            0.019432,           0.0038642,           0.0015149,           0.0082279,           0.0082279,           0.0082279
                 181,            0.019064,           0.0069327,            0.001063,              0.9762,             0.94953,             0.97069,             0.77533,            0.018532,           0.0038342,           0.0013615,            0.008218,            0.008218,            0.008218
                 182,            0.021519,           0.0076723,           0.0015291,             0.97537,             0.94619,             0.97155,              0.7556,            0.019688,           0.0041834,           0.0011532,           0.0082081,           0.0082081,           0.0082081
                 183,            0.018558,           0.0070732,           0.0015299,             0.93403,             0.96192,             0.96941,             0.76437,            0.019481,           0.0041471,           0.0010123,           0.0081982,           0.0081982,           0.0081982
                 184,            0.020204,           0.0075195,           0.0014997,             0.95347,              0.9446,             0.96467,             0.76065,            0.019649,           0.0041443,           0.0010796,           0.0081883,           0.0081883,           0.0081883
                 185,            0.019655,           0.0076611,           0.0015032,             0.95061,             0.91796,             0.95669,             0.77026,            0.019091,           0.0040761,           0.0016069,           0.0081784,           0.0081784,           0.0081784
                 186,            0.020565,            0.007497,           0.0017862,             0.91865,             0.93335,             0.95181,             0.76123,            0.020355,           0.0043077,           0.0017797,           0.0081685,           0.0081685,           0.0081685
                 187,            0.019055,           0.0071793,           0.0010905,             0.97596,             0.93791,             0.96164,             0.76273,            0.020555,           0.0043111,           0.0018002,           0.0081586,           0.0081586,           0.0081586
                 188,            0.019722,           0.0066407,           0.0016301,             0.98221,             0.93587,             0.96578,              0.7597,             0.02051,           0.0043048,           0.0015535,           0.0081487,           0.0081487,           0.0081487
                 189,             0.02024,            0.007398,           0.0012351,             0.97147,             0.93391,             0.96306,             0.77076,            0.019584,           0.0040712,            0.001265,           0.0081388,           0.0081388,           0.0081388
                 190,            0.019703,           0.0082557,           0.0019076,             0.95947,              0.9524,              0.9621,             0.77285,             0.01886,            0.004038,           0.0013572,           0.0081289,           0.0081289,           0.0081289
                 191,            0.018797,           0.0075629,           0.0014507,             0.95023,             0.93502,             0.95152,             0.74956,            0.020505,           0.0041981,           0.0011873,            0.008119,            0.008119,            0.008119
                 192,            0.020455,           0.0074406,           0.0010982,             0.95058,             0.92686,             0.95501,             0.75483,            0.019549,           0.0041024,           0.0011938,           0.0081091,           0.0081091,           0.0081091
                 193,            0.019746,           0.0071645,           0.0011794,             0.94453,             0.94491,             0.96681,             0.75223,            0.020198,           0.0039862,           0.0011296,           0.0080992,           0.0080992,           0.0080992
                 194,            0.019647,           0.0074233,           0.0012409,             0.95949,             0.95177,             0.96514,             0.76244,            0.020482,           0.0040398,           0.0012235,           0.0080893,           0.0080893,           0.0080893
                 195,            0.020699,             0.00793,            0.002362,             0.96335,              0.9506,             0.96624,             0.75713,            0.020902,           0.0040674,           0.0012845,           0.0080794,           0.0080794,           0.0080794
                 196,            0.019885,           0.0071975,           0.0012243,             0.96065,             0.91957,              0.9639,             0.76106,            0.020513,           0.0042213,           0.0012686,           0.0080695,           0.0080695,           0.0080695
                 197,             0.01934,           0.0078408,           0.0016367,             0.95679,             0.91828,               0.951,              0.7475,            0.019851,           0.0042303,           0.0015054,           0.0080596,           0.0080596,           0.0080596
                 198,            0.019014,           0.0074622,            0.001495,             0.96895,             0.92347,             0.96251,             0.75598,            0.020926,           0.0044342,           0.0013239,           0.0080497,           0.0080497,           0.0080497
                 199,            0.019563,           0.0070357,            0.001042,             0.96695,             0.93571,             0.96017,             0.76115,            0.020087,           0.0043241,           0.0012528,           0.0080398,           0.0080398,           0.0080398
                 200,            0.019548,           0.0067876,           0.0014361,             0.98275,              0.9229,             0.96319,             0.74623,            0.020794,           0.0043769,           0.0016605,           0.0080299,           0.0080299,           0.0080299
                 201,            0.019691,           0.0070763,           0.0017209,             0.96147,             0.93785,             0.96492,             0.76562,            0.019114,           0.0040464,            0.001469,             0.00802,             0.00802,             0.00802
                 202,            0.019542,           0.0072056,           0.0013377,             0.95483,              0.9141,             0.96305,             0.77201,            0.020132,           0.0042638,            0.001561,           0.0080101,           0.0080101,           0.0080101
                 203,            0.019886,           0.0071945,           0.0012027,             0.95471,             0.91524,             0.95393,             0.76638,            0.021212,           0.0046905,            0.001489,           0.0080002,           0.0080002,           0.0080002
                 204,            0.018666,           0.0068304,           0.0014004,             0.93109,             0.96096,             0.96592,             0.77454,            0.020351,           0.0042683,           0.0012238,           0.0079903,           0.0079903,           0.0079903
                 205,            0.019189,           0.0071199,           0.0015793,             0.93641,             0.96029,             0.96424,             0.76767,            0.020563,           0.0044572,           0.0011536,           0.0079804,           0.0079804,           0.0079804
                 206,            0.019495,           0.0072676,           0.0016299,             0.95432,             0.93339,             0.95648,             0.75888,             0.02041,           0.0047261,           0.0013923,           0.0079705,           0.0079705,           0.0079705
                 207,            0.020083,           0.0073959,           0.0012347,             0.94188,             0.94458,             0.96233,             0.74724,            0.019924,           0.0043303,           0.0014678,           0.0079606,           0.0079606,           0.0079606
                 208,            0.018876,           0.0067396,           0.0013435,             0.96847,             0.94488,             0.96509,             0.75347,             0.01894,           0.0039849,           0.0012904,           0.0079507,           0.0079507,           0.0079507
                 209,            0.021588,           0.0071785,           0.0017646,             0.96136,             0.93466,             0.96319,             0.76808,            0.018465,           0.0039778,           0.0013312,           0.0079408,           0.0079408,           0.0079408
                 210,            0.018321,           0.0065075,           0.0011188,             0.96127,             0.96113,             0.97482,             0.76112,            0.019435,           0.0041071,           0.0014761,           0.0079309,           0.0079309,           0.0079309
                 211,            0.017587,           0.0069415,           0.0013203,             0.96383,             0.94841,             0.97021,             0.77337,            0.019379,           0.0039793,           0.0012721,            0.007921,            0.007921,            0.007921
                 212,            0.018121,           0.0068435,           0.0011633,             0.95352,             0.96435,             0.97315,             0.76235,            0.018799,           0.0038024,           0.0010279,           0.0079111,           0.0079111,           0.0079111
                 213,            0.019108,           0.0071814,           0.0019229,             0.95857,             0.93565,             0.96495,             0.74548,            0.019546,           0.0041058,           0.0011209,           0.0079012,           0.0079012,           0.0079012
                 214,            0.020118,           0.0074509,            0.001409,             0.97507,              0.9347,             0.97295,             0.78281,            0.018007,           0.0040733,           0.0011662,           0.0078913,           0.0078913,           0.0078913
                 215,            0.019669,           0.0068926,           0.0013953,             0.97849,             0.91267,             0.96797,             0.77389,            0.017766,           0.0038816,             0.00145,           0.0078814,           0.0078814,           0.0078814
                 216,             0.01969,            0.006911,           0.0012411,             0.96139,             0.93428,               0.968,             0.77276,            0.018478,           0.0039349,           0.0012788,           0.0078715,           0.0078715,           0.0078715
                 217,            0.019022,           0.0071152,           0.0010248,             0.93913,             0.93942,             0.97082,             0.78086,            0.019138,           0.0042733,           0.0010219,           0.0078616,           0.0078616,           0.0078616
                 218,            0.019721,           0.0075783,           0.0017921,             0.94013,             0.94919,             0.95886,             0.76346,            0.019372,           0.0042793,           0.0011107,           0.0078517,           0.0078517,           0.0078517
                 219,            0.019677,           0.0076976,           0.0022866,             0.95458,             0.90833,             0.95569,                0.77,            0.018409,           0.0042592,            0.001763,           0.0078418,           0.0078418,           0.0078418
                 220,            0.019487,           0.0075288,           0.0013791,             0.96873,             0.90775,             0.96234,             0.78083,            0.017744,           0.0038929,           0.0015902,           0.0078319,           0.0078319,           0.0078319
                 221,            0.019421,           0.0072233,           0.0012145,             0.92361,             0.95827,             0.96973,             0.77452,            0.018542,           0.0039762,           0.0012949,            0.007822,            0.007822,            0.007822
                 222,            0.019608,           0.0075567,           0.0015505,             0.96949,             0.93052,             0.96789,             0.77371,            0.019306,            0.004158,           0.0013127,           0.0078121,           0.0078121,           0.0078121
                 223,            0.019929,           0.0072554,           0.0011866,             0.93344,             0.94115,             0.97351,             0.77752,            0.019497,           0.0039276,           0.0015663,           0.0078022,           0.0078022,           0.0078022
                 224,             0.02004,           0.0071917,           0.0017443,             0.97357,             0.89481,             0.96272,             0.78672,            0.018223,           0.0038123,           0.0016118,           0.0077923,           0.0077923,           0.0077923
                 225,            0.017683,            0.006702,           0.0018094,             0.99011,             0.93312,             0.97165,             0.77811,            0.019479,           0.0040398,           0.0015917,           0.0077824,           0.0077824,           0.0077824
                 226,            0.019099,            0.007296,           0.0014295,             0.95695,             0.95213,              0.9673,              0.7651,            0.019326,           0.0040845,           0.0014471,           0.0077725,           0.0077725,           0.0077725
                 227,            0.018982,           0.0071037,           0.0014865,             0.98342,             0.93188,             0.97062,             0.77499,            0.018992,           0.0038916,           0.0012224,           0.0077626,           0.0077626,           0.0077626
                 228,            0.019198,           0.0075145,           0.0011509,             0.97382,             0.92451,              0.9643,             0.78138,            0.019651,           0.0040857,           0.0011326,           0.0077527,           0.0077527,           0.0077527
                 229,             0.01737,           0.0066448,           0.0016912,             0.96519,             0.92831,             0.96701,             0.77321,            0.019343,           0.0037333,           0.0011527,           0.0077428,           0.0077428,           0.0077428
                 230,            0.019084,            0.007053,           0.0012053,             0.97306,             0.91949,             0.96544,              0.7528,            0.019324,           0.0037323,           0.0010199,           0.0077329,           0.0077329,           0.0077329
                 231,            0.017958,           0.0068754,           0.0014872,             0.95643,             0.92012,             0.97023,             0.76654,            0.018266,           0.0037234,          0.00097456,            0.007723,            0.007723,            0.007723
                 232,            0.018811,           0.0077342,           0.0014246,             0.97591,             0.91362,             0.96207,             0.76381,            0.020191,           0.0042411,           0.0011643,           0.0077131,           0.0077131,           0.0077131
                 233,            0.019061,           0.0075744,          0.00088112,             0.96181,             0.92986,             0.97102,             0.77617,            0.019438,           0.0040902,           0.0016232,           0.0077032,           0.0077032,           0.0077032
                 234,             0.01773,           0.0072445,           0.0015639,             0.93831,             0.94041,             0.97182,              0.7853,            0.018281,           0.0040015,           0.0014496,           0.0076933,           0.0076933,           0.0076933
                 235,            0.019707,           0.0077005,           0.0042978,             0.93973,             0.96763,             0.96927,             0.75582,            0.018609,           0.0037915,           0.0013015,           0.0076834,           0.0076834,           0.0076834
                 236,            0.018314,           0.0071509,           0.0009589,             0.94383,             0.97014,               0.973,             0.77052,            0.018467,           0.0035676,           0.0011877,           0.0076735,           0.0076735,           0.0076735
                 237,             0.01918,           0.0075604,           0.0011823,             0.93772,             0.94121,             0.95395,              0.7668,            0.017859,           0.0035411,            0.001205,           0.0076636,           0.0076636,           0.0076636
                 238,            0.018159,           0.0067797,           0.0012669,             0.94666,             0.91236,             0.95863,             0.75041,             0.01895,           0.0038779,           0.0011736,           0.0076537,           0.0076537,           0.0076537
                 239,             0.01851,           0.0073329,           0.0010447,             0.95001,             0.95224,             0.97175,             0.77806,            0.018618,           0.0037667,           0.0012036,           0.0076438,           0.0076438,           0.0076438
                 240,            0.018586,           0.0070845,           0.0014282,             0.95635,             0.93859,             0.97228,             0.77964,            0.019336,           0.0038762,           0.0015573,           0.0076339,           0.0076339,           0.0076339
                 241,            0.018634,           0.0069982,           0.0011474,             0.95383,              0.9344,             0.97303,             0.77793,            0.018753,           0.0039195,           0.0017959,            0.007624,            0.007624,            0.007624
                 242,              0.0184,           0.0065562,           0.0012211,             0.95974,               0.946,             0.97002,             0.78042,            0.018169,           0.0038278,            0.001669,           0.0076141,           0.0076141,           0.0076141
                 243,            0.019126,           0.0063948,           0.0017335,             0.95098,             0.96258,              0.9697,              0.7718,            0.017641,           0.0036932,           0.0011952,           0.0076042,           0.0076042,           0.0076042
                 244,            0.018545,           0.0068766,           0.0013844,              0.9632,             0.94157,             0.96606,              0.7773,            0.018289,           0.0035452,            0.001244,           0.0075943,           0.0075943,           0.0075943
                 245,            0.017918,           0.0071178,           0.0014589,             0.95711,             0.94533,             0.96763,              0.7775,            0.018261,           0.0037279,           0.0015779,           0.0075844,           0.0075844,           0.0075844
                 246,            0.017956,           0.0068233,           0.0025253,             0.95391,             0.92077,             0.95361,             0.75582,            0.019506,           0.0040234,           0.0038022,           0.0075745,           0.0075745,           0.0075745
                 247,            0.018182,           0.0070051,            0.001561,             0.96331,             0.91883,              0.9585,             0.78221,            0.018447,            0.003842,           0.0048873,           0.0075646,           0.0075646,           0.0075646
                 248,            0.018049,            0.006524,           0.0017409,             0.94509,             0.94539,             0.96219,             0.77943,            0.019402,           0.0040053,           0.0041703,           0.0075547,           0.0075547,           0.0075547
                 249,            0.018014,           0.0064391,           0.0018188,             0.95544,             0.92753,             0.96146,             0.76408,            0.020128,            0.004298,           0.0025209,           0.0075448,           0.0075448,           0.0075448
                 250,            0.017736,           0.0067482,           0.0011352,             0.97157,             0.93549,             0.96359,             0.76879,            0.020141,           0.0041785,           0.0017727,           0.0075349,           0.0075349,           0.0075349
                 251,            0.018059,           0.0068479,          0.00098057,             0.96923,             0.93243,             0.96261,             0.77506,            0.019362,           0.0040158,           0.0015805,            0.007525,            0.007525,            0.007525
                 252,            0.016531,           0.0062916,           0.0013708,             0.96537,             0.93614,             0.96415,             0.77664,            0.018939,             0.00384,           0.0014942,           0.0075151,           0.0075151,           0.0075151
                 253,            0.018385,           0.0071985,           0.0010061,             0.95964,              0.9356,             0.96591,             0.78028,            0.019098,             0.00387,           0.0018118,           0.0075052,           0.0075052,           0.0075052
                 254,            0.016738,           0.0063556,          0.00085592,             0.97042,             0.92328,             0.96623,             0.76771,             0.01955,           0.0043367,           0.0018197,           0.0074953,           0.0074953,           0.0074953
                 255,            0.018398,           0.0065882,           0.0013415,             0.95155,             0.94027,             0.96356,             0.77911,            0.019701,           0.0044667,           0.0014461,           0.0074854,           0.0074854,           0.0074854
                 256,            0.018455,           0.0067887,           0.0014305,             0.96353,             0.94552,             0.96258,             0.77755,             0.01892,           0.0042905,           0.0014147,           0.0074755,           0.0074755,           0.0074755
                 257,            0.017492,            0.006678,           0.0010467,             0.95852,             0.94784,             0.96679,             0.79583,            0.018383,           0.0040012,            0.001605,           0.0074656,           0.0074656,           0.0074656
                 258,             0.01785,           0.0066414,           0.0011616,              0.9638,             0.94722,             0.96355,             0.77656,             0.01904,           0.0036984,           0.0013734,           0.0074557,           0.0074557,           0.0074557
                 259,            0.017748,           0.0064011,           0.0011379,             0.95749,             0.94202,             0.96921,             0.78273,            0.018304,           0.0035081,           0.0011606,           0.0074458,           0.0074458,           0.0074458
                 260,            0.018772,           0.0070553,           0.0011992,             0.94777,             0.93504,             0.97271,             0.78632,            0.018942,           0.0036275,           0.0010497,           0.0074359,           0.0074359,           0.0074359
                 261,            0.017245,           0.0074472,           0.0010285,              0.9758,             0.93726,             0.97074,             0.79563,            0.018122,           0.0035839,           0.0011233,            0.007426,            0.007426,            0.007426
                 262,            0.018245,           0.0065404,           0.0018769,              0.9674,             0.94958,             0.96682,             0.78811,            0.019993,            0.003598,           0.0015079,           0.0074161,           0.0074161,           0.0074161
                 263,            0.017835,           0.0071059,           0.0010499,              0.9543,             0.92841,             0.96478,             0.79207,            0.017967,           0.0035798,           0.0011878,           0.0074062,           0.0074062,           0.0074062
                 264,            0.019012,           0.0069606,           0.0019226,             0.93371,             0.93514,             0.96726,             0.78812,            0.017856,           0.0036756,          0.00096432,           0.0073963,           0.0073963,           0.0073963
                 265,            0.017457,           0.0068271,           0.0012963,             0.92532,             0.96296,              0.9685,             0.78024,            0.018276,            0.003916,           0.0011191,           0.0073864,           0.0073864,           0.0073864
                 266,            0.018238,           0.0068696,           0.0018826,             0.93713,             0.96022,             0.96925,             0.77526,            0.018285,           0.0037967,           0.0011992,           0.0073765,           0.0073765,           0.0073765
                 267,            0.018477,           0.0071794,           0.0012745,             0.95933,             0.93968,             0.96305,             0.78597,            0.018681,           0.0038576,           0.0013255,           0.0073666,           0.0073666,           0.0073666
                 268,            0.017678,           0.0070129,           0.0011592,             0.95196,             0.93952,             0.96225,             0.78174,            0.018762,           0.0038331,           0.0012532,           0.0073567,           0.0073567,           0.0073567
                 269,            0.017319,           0.0062671,          0.00092581,             0.94553,             0.94419,              0.9663,             0.77793,             0.01831,           0.0039476,           0.0015163,           0.0073468,           0.0073468,           0.0073468
                 270,            0.018728,           0.0070338,           0.0014621,             0.96041,             0.93363,             0.96645,             0.77208,            0.018545,           0.0041882,           0.0015593,           0.0073369,           0.0073369,           0.0073369
                 271,            0.017266,            0.006839,          0.00089084,              0.9753,             0.92948,             0.96859,             0.77357,            0.019236,           0.0041078,           0.0015691,            0.007327,            0.007327,            0.007327
                 272,            0.017462,           0.0065318,           0.0011487,             0.97921,             0.93111,             0.96534,              0.7727,            0.020157,           0.0044792,            0.001809,           0.0073171,           0.0073171,           0.0073171
                 273,            0.016506,           0.0066038,           0.0010264,             0.98294,             0.92758,             0.96086,             0.77234,            0.020934,           0.0049081,           0.0021839,           0.0073072,           0.0073072,           0.0073072
                 274,            0.017351,            0.006473,           0.0015003,             0.98067,             0.92437,             0.96482,             0.76574,            0.020814,            0.004663,           0.0020722,           0.0072973,           0.0072973,           0.0072973
                 275,            0.017495,           0.0068806,          0.00098252,             0.95742,             0.94325,             0.96842,             0.78954,            0.018535,           0.0039786,           0.0018595,           0.0072874,           0.0072874,           0.0072874
                 276,            0.017208,           0.0064899,           0.0010185,              0.9838,             0.92437,             0.96623,             0.78914,            0.018617,           0.0038499,            0.001661,           0.0072775,           0.0072775,           0.0072775
                 277,            0.017673,           0.0065631,          0.00077235,             0.98304,             0.93171,             0.96521,             0.78767,            0.018174,           0.0037997,           0.0016267,           0.0072676,           0.0072676,           0.0072676
                 278,            0.017436,            0.007005,          0.00087236,             0.97089,             0.94421,             0.95923,             0.78237,            0.017965,           0.0037088,           0.0015915,           0.0072577,           0.0072577,           0.0072577
                 279,            0.017614,           0.0062271,           0.0010259,              0.9679,             0.94052,             0.96093,             0.78239,             0.01853,           0.0036594,           0.0013561,           0.0072478,           0.0072478,           0.0072478
                 280,            0.017057,           0.0064801,          0.00082741,             0.97532,             0.94024,             0.96712,             0.79135,            0.017446,           0.0035881,           0.0014944,           0.0072379,           0.0072379,           0.0072379
                 281,            0.016827,           0.0073657,          0.00096453,             0.96979,              0.9384,             0.96542,             0.78843,            0.017524,           0.0037059,           0.0014975,            0.007228,            0.007228,            0.007228
                 282,            0.016416,           0.0061557,          0.00098573,             0.96564,             0.93815,             0.95888,             0.79502,            0.018546,           0.0039957,           0.0015787,           0.0072181,           0.0072181,           0.0072181
                 283,            0.016924,           0.0065045,          0.00092644,             0.97536,             0.93555,             0.95899,             0.80116,            0.018221,           0.0042401,           0.0018657,           0.0072082,           0.0072082,           0.0072082
                 284,            0.017076,           0.0064532,            0.001344,             0.96763,             0.93673,             0.96047,             0.79354,            0.018566,            0.004194,           0.0016794,           0.0071983,           0.0071983,           0.0071983
                 285,            0.016572,           0.0071674,           0.0012399,             0.94584,             0.94905,             0.96037,             0.78431,            0.019071,           0.0039648,           0.0018096,           0.0071884,           0.0071884,           0.0071884
                 286,            0.018483,           0.0069977,           0.0013351,             0.95348,             0.93159,             0.95827,             0.77788,            0.019356,           0.0039865,           0.0016655,           0.0071785,           0.0071785,           0.0071785
                 287,            0.016945,           0.0067859,           0.0010853,             0.95354,             0.94682,             0.95796,             0.77985,             0.01817,           0.0038326,           0.0018266,           0.0071686,           0.0071686,           0.0071686
                 288,             0.01768,           0.0067582,           0.0011398,             0.97307,             0.94267,             0.95776,             0.77826,            0.018715,           0.0041946,            0.001861,           0.0071587,           0.0071587,           0.0071587
                 289,            0.017097,           0.0075008,           0.0010574,             0.96331,             0.93635,             0.95441,             0.77215,             0.01896,           0.0046379,           0.0016885,           0.0071488,           0.0071488,           0.0071488
                 290,            0.017434,           0.0065931,          0.00097886,             0.96232,             0.92684,             0.95682,             0.77563,            0.018237,           0.0046285,           0.0011909,           0.0071389,           0.0071389,           0.0071389
                 291,            0.016465,              0.0062,          0.00093136,              0.9631,             0.94472,             0.96684,             0.78607,             0.01779,           0.0045528,          0.00092559,            0.007129,            0.007129,            0.007129
                 292,            0.016252,           0.0063117,            0.001207,             0.96163,             0.93143,             0.97348,             0.78216,             0.01758,           0.0040072,           0.0010163,           0.0071191,           0.0071191,           0.0071191
                 293,            0.017284,           0.0061642,           0.0010224,             0.96292,             0.93524,             0.96991,             0.77738,            0.018222,           0.0046843,           0.0013971,           0.0071092,           0.0071092,           0.0071092
                 294,             0.01813,           0.0065498,           0.0010945,             0.95507,             0.94911,             0.96847,              0.7723,            0.020185,           0.0048277,           0.0015761,           0.0070993,           0.0070993,           0.0070993
                 295,            0.018401,           0.0065974,           0.0010046,              0.9741,             0.92326,             0.95554,             0.77098,            0.019236,            0.004613,           0.0020028,           0.0070894,           0.0070894,           0.0070894
                 296,            0.017755,           0.0060708,           0.0016517,             0.97686,             0.92481,             0.95681,             0.77355,            0.018638,           0.0042355,           0.0018208,           0.0070795,           0.0070795,           0.0070795
                 297,            0.017317,           0.0061184,           0.0012173,             0.96108,             0.91503,             0.96404,              0.7656,            0.018499,           0.0038245,            0.001335,           0.0070696,           0.0070696,           0.0070696
                 298,            0.017922,           0.0067729,          0.00088812,             0.97486,             0.93984,             0.96453,             0.78251,            0.017889,           0.0037557,           0.0014291,           0.0070597,           0.0070597,           0.0070597
                 299,            0.016303,           0.0063207,          0.00085116,             0.97562,             0.93006,             0.96243,             0.79316,            0.018231,             0.00394,           0.0017362,           0.0070498,           0.0070498,           0.0070498
                 300,            0.016813,           0.0060401,          0.00095507,             0.97764,             0.92803,             0.95952,             0.78492,            0.018716,           0.0043472,           0.0019082,           0.0070399,           0.0070399,           0.0070399
                 301,            0.017002,            0.006441,            0.000936,             0.96683,             0.93032,             0.95686,             0.78098,            0.017986,           0.0042405,           0.0016282,             0.00703,             0.00703,             0.00703
                 302,            0.017301,           0.0063212,          0.00075844,             0.96095,             0.93649,             0.96332,             0.79218,            0.017848,           0.0041612,           0.0014854,           0.0070201,           0.0070201,           0.0070201
                 303,             0.01749,           0.0067526,           0.0010447,             0.97857,             0.93797,             0.96861,             0.78449,            0.019176,            0.003811,           0.0014261,           0.0070102,           0.0070102,           0.0070102
                 304,            0.018294,           0.0068831,          0.00083758,             0.97056,             0.95593,             0.96823,             0.76852,            0.019146,           0.0036799,            0.001494,           0.0070003,           0.0070003,           0.0070003
                 305,            0.017395,           0.0065567,             0.00213,             0.96501,             0.93599,             0.96342,             0.77603,            0.019045,           0.0037746,           0.0015452,           0.0069904,           0.0069904,           0.0069904
                 306,            0.016165,           0.0063759,          0.00079958,              0.9665,              0.9334,              0.9639,             0.78076,            0.017943,           0.0037504,           0.0012793,           0.0069805,           0.0069805,           0.0069805
                 307,            0.017775,           0.0071285,           0.0012964,             0.97671,             0.91439,             0.96281,             0.78657,             0.01803,           0.0041046,            0.001308,           0.0069706,           0.0069706,           0.0069706
                 308,            0.016759,           0.0067862,           0.0010805,             0.97596,             0.90014,             0.95706,             0.76391,             0.01822,           0.0040691,           0.0016159,           0.0069607,           0.0069607,           0.0069607
