               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 309,            0.016417,           0.0064006,           0.0011895,             0.92852,             0.92592,             0.95857,             0.77472,            0.019128,           0.0041849,           0.0016738,           0.0069508,           0.0069508,           0.0069508
                 310,            0.015974,           0.0064519,          0.00096295,             0.92914,             0.95653,             0.96443,             0.77843,            0.019201,           0.0041553,           0.0017548,           0.0069409,           0.0069409,           0.0069409
                 311,            0.016633,           0.0056681,           0.0013498,             0.94803,             0.93419,             0.96637,              0.7909,            0.019193,           0.0041388,           0.0027984,            0.006931,            0.006931,            0.006931
                 312,            0.016218,           0.0058801,           0.0024302,             0.96507,             0.93507,              0.9627,             0.78692,             0.02008,           0.0043689,           0.0035558,           0.0069211,           0.0069211,           0.0069211
                 313,            0.016744,           0.0064245,           0.0011251,             0.93877,             0.91615,             0.95303,             0.78095,            0.019347,           0.0042273,           0.0032477,           0.0069112,           0.0069112,           0.0069112
                 314,            0.017207,           0.0067008,           0.0012416,             0.93666,              0.9175,             0.95292,             0.77755,            0.018642,            0.004177,           0.0019979,           0.0069013,           0.0069013,           0.0069013
                 315,              0.0176,           0.0072049,           0.0013352,                0.95,             0.91238,             0.95698,             0.77953,            0.018539,           0.0042976,           0.0019968,           0.0068914,           0.0068914,           0.0068914
                 316,            0.016997,           0.0068603,           0.0013083,             0.96611,             0.93477,             0.97404,             0.78142,            0.018214,           0.0040447,           0.0018137,           0.0068815,           0.0068815,           0.0068815
                 317,            0.016399,           0.0065873,           0.0010075,             0.95205,             0.94296,              0.9739,             0.79301,            0.018492,           0.0039432,           0.0019821,           0.0068716,           0.0068716,           0.0068716
                 318,            0.016378,           0.0065367,           0.0013952,             0.92793,             0.97523,             0.97374,             0.77551,            0.018673,           0.0038551,           0.0018031,           0.0068617,           0.0068617,           0.0068617
                 319,            0.018537,           0.0068953,           0.0022791,              0.9431,             0.94007,             0.96729,             0.78526,            0.018408,           0.0038218,           0.0014214,           0.0068518,           0.0068518,           0.0068518
                 320,            0.016448,           0.0065788,           0.0011688,             0.95695,             0.93993,             0.97584,             0.78006,            0.017925,           0.0036486,           0.0013292,           0.0068419,           0.0068419,           0.0068419
                 321,            0.016899,           0.0067099,           0.0013803,             0.92994,             0.97269,             0.97162,             0.78811,            0.017895,           0.0036413,           0.0014645,            0.006832,            0.006832,            0.006832
                 322,            0.016705,           0.0064352,           0.0015486,             0.93222,              0.9561,             0.97181,               0.781,            0.018138,           0.0036964,           0.0013705,           0.0068221,           0.0068221,           0.0068221
                 323,            0.016551,           0.0071658,           0.0014077,             0.94615,             0.93101,             0.96965,             0.77989,            0.017779,            0.003568,           0.0012692,           0.0068122,           0.0068122,           0.0068122
                 324,            0.016422,            0.006182,           0.0010518,             0.96247,             0.94011,             0.97079,             0.80002,            0.017681,           0.0037407,            0.001422,           0.0068023,           0.0068023,           0.0068023
                 325,            0.017388,           0.0068014,           0.0013818,             0.97855,             0.92725,             0.96286,             0.78257,            0.017823,           0.0039265,           0.0015242,           0.0067924,           0.0067924,           0.0067924
                 326,            0.016713,           0.0064566,           0.0011584,             0.94764,             0.95047,             0.97075,             0.78815,            0.017489,           0.0037869,           0.0013843,           0.0067825,           0.0067825,           0.0067825
                 327,            0.016443,            0.006596,           0.0010146,             0.93162,             0.95148,             0.96612,             0.78445,            0.018196,           0.0042508,           0.0012959,           0.0067726,           0.0067726,           0.0067726
                 328,             0.01676,           0.0065786,           0.0011485,             0.92947,             0.95448,             0.96446,             0.77138,            0.018847,            0.004301,           0.0013898,           0.0067627,           0.0067627,           0.0067627
                 329,            0.016356,           0.0061404,           0.0010502,             0.94483,             0.95861,             0.96739,             0.78025,            0.018657,            0.003808,           0.0016982,           0.0067528,           0.0067528,           0.0067528
                 330,            0.016212,           0.0066985,           0.0009404,             0.93693,             0.96382,              0.9665,             0.77732,            0.018546,           0.0035211,           0.0017201,           0.0067429,           0.0067429,           0.0067429
                 331,            0.017115,           0.0067128,           0.0012823,             0.95139,             0.95804,             0.96265,             0.77816,            0.017927,           0.0035673,           0.0015886,            0.006733,            0.006733,            0.006733
                 332,            0.016467,              0.0065,           0.0013048,             0.94731,             0.93794,             0.96077,             0.77305,            0.018374,           0.0036708,           0.0015642,           0.0067231,           0.0067231,           0.0067231
                 333,            0.016286,           0.0065138,           0.0010358,             0.95628,             0.92684,              0.9462,             0.76529,            0.018941,           0.0038694,           0.0018624,           0.0067132,           0.0067132,           0.0067132
                 334,            0.017047,           0.0069647,           0.0016313,             0.95871,             0.94591,             0.96407,              0.7682,            0.018527,           0.0038863,           0.0018805,           0.0067033,           0.0067033,           0.0067033
                 335,            0.016023,           0.0058478,          0.00090176,                0.94,              0.9661,               0.965,             0.78439,            0.017773,           0.0038738,           0.0016606,           0.0066934,           0.0066934,           0.0066934
                 336,            0.016511,           0.0065384,            0.001385,             0.93161,             0.96766,             0.96371,             0.78599,            0.017841,           0.0037762,           0.0016566,           0.0066835,           0.0066835,           0.0066835
                 337,            0.017384,           0.0062896,          0.00092746,             0.96124,             0.93874,             0.96916,             0.77852,            0.017552,           0.0036269,           0.0016529,           0.0066736,           0.0066736,           0.0066736
                 338,            0.016263,            0.006047,          0.00099637,             0.95457,             0.94768,             0.96555,             0.77532,            0.017885,           0.0037894,           0.0011138,           0.0066637,           0.0066637,           0.0066637
                 339,            0.015109,           0.0060023,          0.00080534,             0.95881,             0.93917,             0.96125,             0.77914,            0.017972,           0.0038972,           0.0012102,           0.0066538,           0.0066538,           0.0066538
                 340,            0.015511,           0.0065809,           0.0008974,              0.9578,             0.94185,             0.96521,             0.78082,             0.01779,           0.0038778,           0.0013137,           0.0066439,           0.0066439,           0.0066439
                 341,            0.015143,           0.0061318,           0.0010546,             0.95381,              0.9372,             0.97444,             0.78239,            0.017741,           0.0036587,           0.0014314,            0.006634,            0.006634,            0.006634
                 342,             0.01613,           0.0056081,          0.00089195,             0.95129,             0.93033,             0.96731,              0.7789,            0.018813,           0.0038815,           0.0014249,           0.0066241,           0.0066241,           0.0066241
                 343,            0.016686,           0.0061488,          0.00090536,             0.96599,             0.92985,             0.96934,             0.78711,            0.017958,            0.003749,           0.0011199,           0.0066142,           0.0066142,           0.0066142
                 344,            0.016305,           0.0067033,          0.00078233,             0.96942,             0.94253,             0.96802,              0.7869,            0.017964,           0.0037316,           0.0010832,           0.0066043,           0.0066043,           0.0066043
                 345,            0.016687,           0.0065978,          0.00087981,             0.96607,             0.94228,             0.97473,             0.78936,            0.017484,           0.0036231,           0.0010598,           0.0065944,           0.0065944,           0.0065944
                 346,            0.015793,           0.0060788,          0.00097507,             0.94795,             0.94787,             0.97331,             0.78953,            0.017569,           0.0036186,           0.0012621,           0.0065845,           0.0065845,           0.0065845
                 347,             0.01587,           0.0059388,           0.0011346,              0.9505,             0.94243,             0.97377,             0.79022,            0.017307,           0.0037189,           0.0013195,           0.0065746,           0.0065746,           0.0065746
                 348,            0.016292,           0.0062763,           0.0043727,              0.9449,             0.94181,             0.97375,             0.79388,             0.01716,           0.0037756,           0.0014299,           0.0065647,           0.0065647,           0.0065647
                 349,            0.015723,           0.0061444,          0.00094828,             0.98184,             0.93568,             0.97263,             0.78639,            0.017341,           0.0037609,           0.0013503,           0.0065548,           0.0065548,           0.0065548
                 350,            0.017207,           0.0064468,           0.0010886,             0.95984,             0.94373,             0.97338,             0.79055,            0.017216,           0.0038749,           0.0011591,           0.0065449,           0.0065449,           0.0065449
                 351,            0.017469,           0.0061523,           0.0013861,             0.96786,             0.94472,              0.9764,             0.78182,            0.017276,           0.0038259,           0.0010301,            0.006535,            0.006535,            0.006535
                 352,               0.016,           0.0061402,          0.00068739,              0.9645,              0.9586,             0.97769,             0.79441,            0.017257,           0.0036311,          0.00098026,           0.0065251,           0.0065251,           0.0065251
                 353,            0.016096,           0.0061111,           0.0012094,             0.94203,             0.96263,             0.97529,             0.80235,            0.017315,           0.0035647,           0.0010915,           0.0065152,           0.0065152,           0.0065152
                 354,            0.016397,           0.0068247,           0.0011046,             0.93565,             0.95142,             0.96963,             0.80604,            0.017237,           0.0036004,           0.0010713,           0.0065053,           0.0065053,           0.0065053
                 355,            0.015242,           0.0060114,           0.0010018,             0.95785,             0.94323,             0.96916,              0.7929,            0.018342,           0.0038782,            0.001134,           0.0064954,           0.0064954,           0.0064954
                 356,            0.015661,           0.0066168,           0.0010383,              0.9639,             0.94177,             0.97193,             0.80203,            0.018063,           0.0040398,           0.0012255,           0.0064855,           0.0064855,           0.0064855
                 357,            0.015206,           0.0066898,          0.00091218,               0.956,             0.94989,             0.96745,             0.80258,            0.017526,           0.0040385,           0.0013078,           0.0064756,           0.0064756,           0.0064756
                 358,            0.016432,           0.0069822,          0.00085278,             0.96353,             0.94239,             0.96648,             0.78866,            0.017312,           0.0040042,           0.0013874,           0.0064657,           0.0064657,           0.0064657
                 359,            0.017097,           0.0070065,          0.00099644,             0.96274,             0.93314,              0.9684,             0.78872,            0.017463,           0.0039712,           0.0015496,           0.0064558,           0.0064558,           0.0064558
                 360,            0.015094,           0.0062457,          0.00098755,             0.96037,             0.92903,             0.96108,             0.79574,            0.017736,           0.0039461,           0.0014549,           0.0064459,           0.0064459,           0.0064459
                 361,            0.015063,           0.0059928,          0.00072441,             0.95798,              0.9312,             0.95948,             0.79067,            0.017611,           0.0039769,           0.0013247,            0.006436,            0.006436,            0.006436
                 362,            0.015354,           0.0058863,          0.00085854,             0.95954,             0.93328,             0.96687,             0.79363,            0.017371,           0.0040342,            0.001216,           0.0064261,           0.0064261,           0.0064261
                 363,            0.015796,           0.0067685,           0.0012798,             0.95334,             0.93328,             0.96381,             0.79502,            0.017736,            0.003997,           0.0011304,           0.0064162,           0.0064162,           0.0064162
                 364,            0.014986,           0.0060092,           0.0009429,              0.9463,             0.93328,             0.96755,             0.79371,            0.017317,           0.0037832,           0.0011197,           0.0064063,           0.0064063,           0.0064063
                 365,             0.01567,           0.0062994,          0.00099896,             0.95661,              0.9413,             0.96851,             0.79557,            0.017457,           0.0037403,           0.0012298,           0.0063964,           0.0063964,           0.0063964
                 366,            0.016664,           0.0060184,           0.0010802,              0.9677,             0.93477,             0.96999,             0.79334,            0.017872,           0.0039812,           0.0012151,           0.0063865,           0.0063865,           0.0063865
                 367,            0.015977,           0.0063495,           0.0010365,             0.97187,             0.93186,             0.96532,             0.79612,            0.017701,            0.004078,           0.0012337,           0.0063766,           0.0063766,           0.0063766
                 368,            0.016391,           0.0058477,           0.0015017,             0.97803,             0.94289,             0.95368,             0.79123,            0.017318,           0.0039458,           0.0014768,           0.0063667,           0.0063667,           0.0063667
                 369,            0.015699,           0.0065607,          0.00071619,             0.97769,             0.93928,              0.9502,             0.78795,            0.017285,            0.003994,            0.001629,           0.0063568,           0.0063568,           0.0063568
                 370,            0.016823,           0.0071589,          0.00096678,             0.96265,             0.93787,             0.95623,              0.7841,            0.017135,           0.0039405,           0.0013702,           0.0063469,           0.0063469,           0.0063469
                 371,             0.01626,           0.0064735,          0.00086342,             0.96387,             0.94289,              0.9522,             0.78273,            0.017631,           0.0039217,            0.001246,            0.006337,            0.006337,            0.006337
                 372,            0.014599,            0.005607,          0.00074984,             0.96817,             0.94289,             0.95014,              0.7781,            0.017814,           0.0038826,            0.001138,           0.0063271,           0.0063271,           0.0063271
                 373,            0.015528,           0.0065363,          0.00091597,             0.97594,             0.93749,              0.9632,              0.7843,            0.018181,           0.0040436,            0.001174,           0.0063172,           0.0063172,           0.0063172
                 374,            0.015289,           0.0061122,          0.00073168,             0.96713,             0.93465,             0.97024,             0.78629,            0.018139,           0.0039963,           0.0010654,           0.0063073,           0.0063073,           0.0063073
                 375,            0.015296,            0.006197,          0.00080775,             0.96451,             0.93341,             0.96862,             0.78772,            0.018286,            0.003971,           0.0011896,           0.0062974,           0.0062974,           0.0062974
                 376,            0.015687,           0.0060602,           0.0009617,             0.97662,             0.93211,             0.96321,             0.79037,            0.017582,           0.0040104,           0.0013646,           0.0062875,           0.0062875,           0.0062875
                 377,            0.016299,            0.006149,           0.0010926,             0.97543,             0.93596,             0.95305,             0.76848,            0.018598,           0.0043216,           0.0015521,           0.0062776,           0.0062776,           0.0062776
                 378,            0.015155,           0.0059429,           0.0010539,             0.98428,             0.94289,             0.94714,             0.77115,            0.019573,           0.0046104,           0.0014451,           0.0062677,           0.0062677,           0.0062677
                 379,            0.015588,            0.005828,          0.00073051,             0.97449,             0.93716,             0.94962,             0.77728,            0.019447,           0.0044506,           0.0013052,           0.0062578,           0.0062578,           0.0062578
                 380,            0.016241,           0.0066279,          0.00075875,             0.97554,             0.94289,             0.95146,             0.77104,            0.019447,           0.0043207,           0.0012424,           0.0062479,           0.0062479,           0.0062479
                 381,             0.01683,           0.0066267,           0.0010596,              0.9683,             0.93904,             0.95682,             0.77626,            0.017795,           0.0039619,           0.0012573,            0.006238,            0.006238,            0.006238
                 382,            0.016838,           0.0063033,           0.0015354,             0.95683,              0.9349,             0.95806,             0.78545,            0.017697,           0.0038172,           0.0012608,           0.0062281,           0.0062281,           0.0062281
                 383,            0.014821,           0.0060072,          0.00083134,             0.94827,             0.93196,             0.96104,             0.77318,            0.017368,            0.003754,           0.0011593,           0.0062182,           0.0062182,           0.0062182
                 384,            0.016251,           0.0066043,            0.001059,             0.93274,             0.93764,             0.96328,             0.78263,            0.017497,           0.0037352,           0.0011512,           0.0062083,           0.0062083,           0.0062083
                 385,            0.015106,           0.0061782,          0.00082409,             0.95074,             0.94675,             0.96653,             0.76636,            0.017812,           0.0037289,            0.001267,           0.0061984,           0.0061984,           0.0061984
                 386,            0.014778,           0.0059864,          0.00071642,              0.9697,             0.92389,             0.95856,             0.77592,            0.017588,           0.0037338,           0.0013969,           0.0061885,           0.0061885,           0.0061885
                 387,             0.01503,           0.0056902,          0.00064128,              0.9563,             0.94501,             0.95944,             0.77704,            0.017673,            0.003915,           0.0013837,           0.0061786,           0.0061786,           0.0061786
                 388,            0.014392,           0.0052161,             0.00148,             0.96261,              0.9473,             0.96026,             0.77905,            0.018269,           0.0040152,           0.0012912,           0.0061687,           0.0061687,           0.0061687
                 389,            0.016535,           0.0059088,          0.00088977,             0.97403,             0.92527,             0.95753,             0.76905,            0.018285,           0.0038891,           0.0011815,           0.0061588,           0.0061588,           0.0061588
                 390,            0.016015,           0.0063054,           0.0010344,             0.94724,             0.94289,             0.95795,             0.77221,            0.018274,           0.0039874,           0.0010559,           0.0061489,           0.0061489,           0.0061489
                 391,            0.014832,           0.0059825,          0.00093862,             0.96553,             0.93641,             0.96073,             0.77633,            0.018232,           0.0039114,          0.00097351,            0.006139,            0.006139,            0.006139
                 392,            0.015185,           0.0059581,          0.00065295,             0.97111,             0.92027,              0.9616,             0.78711,            0.017649,           0.0038143,          0.00093396,           0.0061291,           0.0061291,           0.0061291
                 393,            0.015751,           0.0064239,           0.0010948,              0.9447,             0.93843,             0.96123,             0.78537,            0.017575,           0.0038006,          0.00090193,           0.0061192,           0.0061192,           0.0061192
                 394,             0.01631,           0.0063384,           0.0014922,             0.95136,             0.93079,             0.95936,             0.77608,            0.018135,           0.0038221,          0.00098637,           0.0061093,           0.0061093,           0.0061093
                 395,             0.01391,           0.0057716,          0.00066731,              0.9649,             0.92614,             0.95936,             0.78372,            0.017997,           0.0039053,            0.001029,           0.0060994,           0.0060994,           0.0060994
                 396,            0.014615,           0.0060388,          0.00092342,             0.96625,             0.92543,             0.96471,             0.78725,            0.017745,           0.0038227,          0.00096945,           0.0060895,           0.0060895,           0.0060895
                 397,            0.015939,           0.0059288,          0.00077647,             0.93978,             0.94085,             0.96539,             0.76965,            0.018266,           0.0036498,          0.00085911,           0.0060796,           0.0060796,           0.0060796
                 398,            0.014641,            0.005776,          0.00077534,             0.93195,             0.95071,             0.96673,             0.77422,            0.017859,           0.0035269,          0.00085622,           0.0060697,           0.0060697,           0.0060697
                 399,            0.016085,           0.0066985,          0.00075487,             0.94251,             0.94007,             0.96518,             0.77642,            0.017811,           0.0035725,          0.00087751,           0.0060598,           0.0060598,           0.0060598
                 400,            0.015501,           0.0057724,           0.0010069,             0.96088,             0.96331,              0.9753,             0.78665,            0.017723,           0.0036772,          0.00094046,           0.0060499,           0.0060499,           0.0060499
                 401,            0.015126,           0.0058744,            0.000836,             0.95679,             0.96237,             0.97618,              0.7879,            0.017298,           0.0037782,           0.0010886,             0.00604,             0.00604,             0.00604
                 402,            0.015693,           0.0062203,          0.00087699,             0.96114,             0.96672,             0.97646,             0.79443,            0.017976,            0.003772,           0.0011236,           0.0060301,           0.0060301,           0.0060301
                 403,            0.016551,           0.0058802,           0.0011064,             0.97435,             0.94482,             0.97352,             0.79697,            0.017634,           0.0035622,           0.0011503,           0.0060202,           0.0060202,           0.0060202
                 404,            0.014564,            0.005941,            0.001011,             0.95219,             0.94676,             0.96961,             0.79747,            0.017066,           0.0035071,           0.0011673,           0.0060103,           0.0060103,           0.0060103
                 405,            0.016075,           0.0060939,          0.00074387,             0.94243,             0.94843,             0.96532,              0.7998,            0.017016,           0.0035907,           0.0013538,           0.0060004,           0.0060004,           0.0060004
                 406,            0.015004,           0.0058381,           0.0011148,             0.96236,             0.93665,             0.96141,              0.8026,            0.016862,            0.003617,           0.0014757,           0.0059905,           0.0059905,           0.0059905
                 407,            0.015793,            0.006431,          0.00087861,             0.94887,             0.95231,             0.97139,             0.78934,            0.017825,           0.0040027,           0.0012908,           0.0059806,           0.0059806,           0.0059806
                 408,            0.016549,           0.0062968,          0.00096691,             0.94452,             0.94394,             0.97195,             0.79477,             0.01839,           0.0042119,           0.0012825,           0.0059707,           0.0059707,           0.0059707
                 409,            0.015578,           0.0061367,          0.00063008,             0.94909,             0.94341,             0.97209,             0.79544,            0.018621,           0.0040925,             0.00132,           0.0059608,           0.0059608,           0.0059608
                 410,            0.015288,           0.0064113,           0.0010329,             0.94784,             0.92931,             0.96749,             0.79413,            0.018014,           0.0039766,           0.0012207,           0.0059509,           0.0059509,           0.0059509
                 411,            0.014534,           0.0061912,           0.0010104,             0.97257,             0.90785,             0.95287,             0.77919,             0.01901,           0.0043703,           0.0010938,            0.005941,            0.005941,            0.005941
                 412,            0.016478,           0.0067143,          0.00086458,             0.97768,              0.9175,             0.95635,             0.78766,            0.019232,           0.0043333,           0.0011197,           0.0059311,           0.0059311,           0.0059311
                 413,            0.014169,           0.0054926,          0.00076909,             0.95533,             0.93327,             0.96638,             0.78823,            0.018067,           0.0039485,           0.0011087,           0.0059212,           0.0059212,           0.0059212
                 414,            0.014818,           0.0058712,          0.00071102,              0.9322,             0.95383,             0.96563,             0.78188,            0.018141,           0.0037351,           0.0010875,           0.0059113,           0.0059113,           0.0059113
                 415,            0.016057,           0.0061322,           0.0010397,             0.95426,             0.94377,             0.96914,             0.78994,            0.017317,           0.0036367,           0.0010575,           0.0059014,           0.0059014,           0.0059014
                 416,            0.015203,           0.0062856,          0.00082231,             0.97003,             0.93195,             0.96982,              0.7988,            0.017133,           0.0036111,           0.0011106,           0.0058915,           0.0058915,           0.0058915
                 417,            0.014512,           0.0062855,          0.00065459,             0.95795,              0.9508,             0.97566,             0.80724,            0.016525,           0.0035561,           0.0012472,           0.0058816,           0.0058816,           0.0058816
                 418,            0.014998,            0.005482,          0.00091166,             0.96414,             0.94358,              0.9752,             0.79877,            0.016846,           0.0037236,           0.0011701,           0.0058717,           0.0058717,           0.0058717
                 419,            0.014528,           0.0057603,           0.0013018,             0.97135,             0.93155,             0.96853,             0.78215,              0.0175,           0.0038508,          0.00097505,           0.0058618,           0.0058618,           0.0058618
                 420,            0.014772,           0.0058701,          0.00089891,              0.9612,             0.93059,             0.97397,             0.79553,            0.017564,           0.0037323,          0.00097523,           0.0058519,           0.0058519,           0.0058519
                 421,            0.015791,           0.0067418,           0.0012813,              0.9611,             0.93563,             0.97406,             0.79478,            0.017702,           0.0036497,           0.0010569,            0.005842,            0.005842,            0.005842
                 422,            0.016272,            0.006174,           0.0013424,             0.96164,             0.94085,             0.96855,             0.79439,            0.017727,           0.0035815,           0.0011828,           0.0058321,           0.0058321,           0.0058321
                 423,            0.015823,           0.0062142,           0.0011535,              0.9397,             0.97523,             0.97543,             0.79503,            0.016974,           0.0036577,           0.0015062,           0.0058222,           0.0058222,           0.0058222
                 424,            0.015719,           0.0066911,            0.001219,             0.96299,             0.95418,             0.96874,             0.79383,            0.019029,           0.0043719,           0.0015618,           0.0058123,           0.0058123,           0.0058123
                 425,            0.015285,           0.0058185,          0.00069593,             0.95896,             0.94588,              0.9696,             0.78163,            0.018654,           0.0043828,           0.0014667,           0.0058024,           0.0058024,           0.0058024
                 426,            0.014574,           0.0057948,          0.00084694,             0.97181,             0.91993,             0.96999,             0.78637,            0.018314,           0.0043744,           0.0014346,           0.0057925,           0.0057925,           0.0057925
                 427,            0.015352,           0.0061307,          0.00082612,             0.97253,             0.92849,             0.97049,             0.78319,             0.01777,           0.0041924,           0.0014467,           0.0057826,           0.0057826,           0.0057826
                 428,            0.014903,           0.0055407,           0.0010754,             0.97964,             0.92772,             0.96828,             0.78151,            0.017793,           0.0039847,           0.0013126,           0.0057727,           0.0057727,           0.0057727
                 429,            0.014703,           0.0059512,          0.00077702,             0.98249,             0.92755,             0.96708,             0.77923,            0.017569,           0.0039215,           0.0012764,           0.0057628,           0.0057628,           0.0057628
                 430,            0.016327,            0.005799,          0.00073346,             0.98174,              0.9326,             0.96545,             0.79022,            0.017357,           0.0038309,           0.0013901,           0.0057529,           0.0057529,           0.0057529
                 431,            0.014002,           0.0051845,          0.00077582,             0.97687,             0.93592,             0.97114,             0.80091,            0.017409,           0.0036392,           0.0014428,            0.005743,            0.005743,            0.005743
                 432,            0.014516,           0.0060465,          0.00067264,             0.96371,             0.94924,              0.9727,             0.80681,            0.017213,           0.0034845,           0.0012625,           0.0057331,           0.0057331,           0.0057331
                 433,             0.01496,           0.0056881,          0.00057429,             0.98005,             0.93499,              0.9717,             0.80588,            0.017268,           0.0035771,           0.0011273,           0.0057232,           0.0057232,           0.0057232
                 434,            0.013951,           0.0056719,           0.0005466,             0.97653,             0.92699,             0.96948,             0.79941,            0.017033,           0.0035277,          0.00093935,           0.0057133,           0.0057133,           0.0057133
                 435,            0.014595,           0.0057299,          0.00075502,              0.9763,             0.92652,             0.96923,             0.78854,            0.017166,            0.003649,          0.00094893,           0.0057034,           0.0057034,           0.0057034
                 436,            0.014128,           0.0052427,          0.00091018,             0.96483,             0.93312,             0.96913,             0.80335,            0.017078,           0.0035456,           0.0009738,           0.0056935,           0.0056935,           0.0056935
                 437,            0.014718,           0.0057909,          0.00079288,             0.96136,             0.93363,             0.97139,             0.80181,            0.017332,           0.0035124,          0.00094863,           0.0056836,           0.0056836,           0.0056836
                 438,            0.014575,           0.0059296,           0.0011391,             0.95875,             0.93065,             0.96999,              0.7943,            0.017298,           0.0035207,            0.001031,           0.0056737,           0.0056737,           0.0056737
                 439,            0.015401,           0.0058532,          0.00088155,             0.96152,             0.94472,              0.9704,             0.78802,            0.017344,           0.0038077,           0.0010844,           0.0056638,           0.0056638,           0.0056638
                 440,            0.013895,           0.0058234,          0.00073548,             0.96435,             0.94179,             0.96906,             0.78578,             0.01725,           0.0038546,           0.0011241,           0.0056539,           0.0056539,           0.0056539
                 441,            0.014062,           0.0058856,          0.00093631,             0.96503,              0.9459,             0.97138,             0.78957,            0.016984,           0.0037174,           0.0011424,            0.005644,            0.005644,            0.005644
                 442,            0.015343,           0.0061228,           0.0009816,              0.9539,             0.94793,             0.96474,             0.78596,            0.017295,           0.0037401,           0.0013121,           0.0056341,           0.0056341,           0.0056341
                 443,            0.014829,           0.0063916,          0.00077274,             0.95848,             0.94877,             0.96552,             0.78327,            0.017654,           0.0037371,           0.0014495,           0.0056242,           0.0056242,           0.0056242
                 444,            0.015737,            0.006123,          0.00068215,              0.9738,             0.94999,             0.97059,             0.78418,            0.017179,           0.0036404,            0.001243,           0.0056143,           0.0056143,           0.0056143
                 445,            0.014644,           0.0056769,          0.00076211,             0.97984,             0.94841,             0.96708,             0.79279,            0.017159,           0.0038027,           0.0010912,           0.0056044,           0.0056044,           0.0056044
                 446,            0.014957,           0.0051508,          0.00082887,             0.97999,              0.9421,             0.96654,             0.78856,            0.018626,           0.0042865,           0.0011795,           0.0055945,           0.0055945,           0.0055945
                 447,            0.013776,           0.0059943,          0.00066774,             0.98103,             0.94861,             0.97324,             0.79197,            0.019739,           0.0042531,           0.0011545,           0.0055846,           0.0055846,           0.0055846
                 448,            0.015761,             0.00563,           0.0008557,             0.96984,             0.95082,             0.97511,             0.80029,            0.018171,           0.0039092,           0.0010839,           0.0055747,           0.0055747,           0.0055747
                 449,            0.015024,           0.0059219,          0.00065314,             0.96872,             0.94528,             0.97098,             0.79497,            0.017627,           0.0037308,           0.0010523,           0.0055648,           0.0055648,           0.0055648
                 450,            0.013667,            0.005128,          0.00051009,             0.97003,             0.93159,             0.96551,              0.7766,             0.01751,           0.0037165,          0.00094876,           0.0055549,           0.0055549,           0.0055549
                 451,            0.015234,           0.0054077,          0.00078556,             0.97114,             0.93934,             0.97045,             0.77767,            0.017737,           0.0037779,          0.00089959,            0.005545,            0.005545,            0.005545
                 452,            0.014369,            0.006413,           0.0010523,             0.95309,              0.9562,             0.97398,             0.78511,             0.01736,           0.0039359,          0.00085601,           0.0055351,           0.0055351,           0.0055351
                 453,             0.01454,           0.0056358,           0.0012267,               0.963,             0.95138,             0.97734,             0.78565,            0.016999,           0.0037603,          0.00089841,           0.0055252,           0.0055252,           0.0055252
                 454,            0.013923,           0.0062403,          0.00093216,             0.94284,             0.97524,             0.97763,             0.77769,            0.017188,           0.0035726,           0.0010586,           0.0055153,           0.0055153,           0.0055153
                 455,            0.014523,           0.0054927,          0.00069045,             0.94624,             0.95251,              0.9757,             0.78791,            0.017788,           0.0037068,           0.0013929,           0.0055054,           0.0055054,           0.0055054
                 456,             0.01526,            0.005694,          0.00080056,             0.95104,             0.93691,             0.96713,             0.79192,            0.016918,           0.0036007,           0.0015463,           0.0054955,           0.0054955,           0.0054955
                 457,             0.01402,            0.005585,          0.00071121,              0.9532,             0.94736,             0.96474,              0.7888,            0.017112,           0.0036292,           0.0013049,           0.0054856,           0.0054856,           0.0054856
                 458,             0.01494,            0.006061,          0.00072607,             0.95392,             0.93854,              0.9617,              0.7867,            0.017435,            0.003686,           0.0010835,           0.0054757,           0.0054757,           0.0054757
                 459,            0.014164,           0.0057284,           0.0010198,             0.95228,              0.9404,             0.96454,             0.78871,            0.017751,           0.0035762,          0.00091494,           0.0054658,           0.0054658,           0.0054658
                 460,            0.014153,           0.0052469,          0.00085346,             0.95291,             0.94161,              0.9636,             0.78748,            0.017627,           0.0036011,          0.00088345,           0.0054559,           0.0054559,           0.0054559
                 461,             0.01478,           0.0057285,           0.0010397,             0.97262,             0.92558,             0.96481,             0.78043,              0.0175,           0.0037217,           0.0008994,            0.005446,            0.005446,            0.005446
                 462,            0.014445,           0.0054287,          0.00093552,             0.96865,             0.92143,             0.96482,             0.78751,            0.017414,           0.0037302,           0.0010257,           0.0054361,           0.0054361,           0.0054361
                 463,            0.014302,           0.0056853,          0.00093505,             0.98407,             0.90787,             0.96366,             0.78455,            0.017712,            0.003871,            0.001116,           0.0054262,           0.0054262,           0.0054262
                 464,            0.014551,           0.0057953,          0.00062193,              0.9814,             0.91647,             0.96579,             0.78806,            0.017793,           0.0039227,           0.0012053,           0.0054163,           0.0054163,           0.0054163
                 465,            0.014541,           0.0059135,          0.00074062,              0.9494,             0.94729,             0.96906,             0.79994,            0.017575,           0.0038403,           0.0011865,           0.0054064,           0.0054064,           0.0054064
